CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Fontana,Jessie Turner Center,CA,US,2017-05-09,hundreds,200,,200,,,Laborer’s International Union of North America (LiUNA); general protestors,against proposed Southern California Edison rate increases.,0,protest,0,0,0,0,1,1,http://www.fontanaheraldnews.com/business/hundreds-gather-in-fontana-to-express-concern-about-proposed-sce/article_a6ebe574-35d6-11e7-85fa-63f4a41b436a.html,,,
New York,Success Academy on West 118th Street and Malcolm X Boulevard; Harlem,NY,US,2017-05-09,Hundreds; over 200,200,,200,,,general protestors,against Paul Ryan and his support for the AHCA,1,protest,0,0,0,0,1,1,http://gothamist.com/2017/05/09/paul_ryan_harlem_visit.php,,,
Washington,White House,DC,US,2017-05-10,hundreds; about 300,200,,300,,,general protestors,protest dismissal of Comey,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/local/amid-questions-about-russia-trump-ties-protesters-to-gather-today-in-front-of-the-white-house/2017/05/10/610615da-358a-11e7-b412-62beef8121f7_story.html?utm_term=.6be0cd2496a1,https://www.yahoo.com/news/hundreds-gather-white-house-protest-slideshow-wp-191506785.html,,
Boston,Boston Common,MA,US,2017-05-13,hundreds,200,,200,,,general protestors,free speech; pro-Trump,2,protest,2,0,0,0,1,1,http://boston.cbslocal.com/2017/05/13/duel-protests-stoke-tension-on-the-boston-common/,http://www.wcvb.com/article/stolen-bees-recovered-in-california-sting-operation-1494787629/9651484,,
Dallas,City Hall,TX,US,2017-05-13,hundreds,200,,200,,,general protestors,against SB4 banning sanctuary cities,1,protest,0,0,0,0,1,1,http://www.fox4news.com/news/254590231-story,,,
Miami,outside U.S. Citizenship and Immigration Services office,FL,US,2017-05-13,hundreds,200,,200,,,general protestors,supporters of Haitian immigrants,1,protest,0,0,0,0,1,1,http://www.washingtontimes.com/news/2017/may/13/hundreds-protest-in-miami-over-haitian-immigration/,,,
Rancho Palos Verdes,Trump National Golf Course,CA,US,2017-05-13,hundreds; some 200,200,,200,,,Indivisible San Pedro,call for independent special prosecutor for investigation of Russia and Trump campaign ties,1,protest,0,0,0,0,1,1,http://www.washingtonexaminer.com/protesters-spell-out-resist-at-trump-golf-course-in-california/article/2623077,http://www.seattletimes.com/nation-world/protesters-spell-out-resist-at-trump-golf-course-near-la/,,
Austin,from City Hall to the Governor’s Mansion,TX,US,2017-05-14,hundreds,200,,200,,,general protestors,against new TX anti-sanctuary city law,1,protest,0,0,0,0,1,1,https://www.texasobserver.org/mothers-day-protesters-senate-bill-4/,,,
Charlottesville,Lee Park,VA,US,2017-05-14,hundreds,200,,200,,,general protestors,vigil against hate; conter protest to Saturday's white supremacy event,1,protest,0,0,0,0,1,1,http://www.nbc29.com/story/35426536/group-holds-take-back-lee-park-rally-in-response-to-torchlight-protest,,,
Honolulu,From PD to Hawaii state capitol,HI,US,2017-05-15,hundreds,200,,200,,,general protestors,rally for fallen police officers,0,rally; vigil,0,0,0,0,1,1,http://www.kitv.com/story/35437056/hundreds-honor-fallen-hpd-officers-at-candlelight-vigil-after-police-march,,,
Chicago,began at Thompson Center,IL,US,2017-05-15,Between 200 and 400,200,,400,,,general protestors,build support for a responsible budget resolution; help people not corporations,0,march,0,0,0,0,1,1,http://www.chicagotribune.com/photos/ct-springfield-budget-protest-photos-20170515-photogallery.html,,,"200-mile march to Springfield, IL"
Washington,New York Avenue,DC,US,2017-05-15,approximately 200; hundreds,200,,200,,,ADAPT,pro-disability rights,0,protest,0,0,0,0,1,1,https://www.washingtonpost.com/news/dr-gridlock/wp/2017/05/15/roughly-200-protesters-block-part-of-new-york-avenue-in-downtown-d-c/?utm_term=.067f6a3fec42,,,
Providence,State house,RI,US,2017-05-16,nearly 200,200,,200,,,general protesting,rally for legalization of marijuana.,0,rally,0,0,0,0,1,1,http://www.providencejournal.com/news/20170516/proponents-of-legalizing-pot-rally-as-lawmakers-opt-for-more-study--poll,,,
Grove City,downtown,PA,US,2017-05-20,hundreds,200,,200,,,general protesting,Protesting VP Pence's visit,1,protest,0,0,0,0,1,1,http://www.wfmj.com/story/35478184/protesters-rally-against-vice-president-during-visit-to-grove-city,,,
Grove City,downtown,PA,US,2017-05-20,hundreds,200,,200,,,general protesting,rallying for VP Pence's visit,2,rally,0,0,0,0,1,1,http://www.wfmj.com/story/35478184/protesters-rally-against-vice-president-during-visit-to-grove-city,,,
Lancaster,the courthouse steps and spilled into part of King Street,PA,US,2017-05-20,hundreds,200,,200,,,NAACP Lancaster and area faith groups,anti-racism; anti-KKK,0,protest,0,0,0,0,1,1,http://www.witf.org/news/2017/05/lancaster-rally-draws-250-people-to-protest-planned-cross-burning.php,,,
Chicago,Chicago's South side,IL,US,2017-05-20,hundreds,200,,200,,,New Live Covenant Church,peace march; to end city's gun violence,0,march; vigil,0,0,0,0,1,1,http://www.nbcchicago.com/news/local/peace-march-on-south-side-draws-hundreds-despite-rainy-conditions-423404784.html,,,
Chicago,Daley Plaza,IL,US,2017-05-23,hundreds,200,,200,,,low wage workers,for increase in minimum wage,0,march,0,0,0,0,1,1,http://abc7chicago.com/news/workers-march-in-chicago-for-hike-in-minimum-wage/2028155/,,,
Olympia,Evergreen State College,WA,US,2017-05-24,hundreds,200,,200,,,Students,against institutional racism at the college,1,protest; rally,0,0,0,0,1,1,http://www.theolympian.com/news/local/education/article152491379.html,,,
St. Paul,State Capitol building,MN,US,2017-05-24,hundreds,200,,200,,,general protestors,against cuts to the state budget,1,protest,0,0,0,0,1,1,http://www.wdaz.com/news/4272700-minnesota-lawmakers-plan-wrap-special-session-thursday-hundreds-protest,,,
Austin,Texas Capitol,TX,US,2017-05-29,hundreds,200,,200,,,general protestors,"protesting against Texas Senate BIll 4, which opponents describe as an anti-""sanctuary city"" law requiring Texas police chiefs and sheriffs to comply with all federal immigration enforcement requests; incident sparked near fistfight on Texas House floor after Republcian lawmaker reportedly contacted federal Immigration and Customs Enforcement (ICE) agents on the protesters and threatened to shoot a Democratic colleague who allegedly threatened him first.",1,protest,0,0,0,0,1,1,https://www.dallasnews.com/news/immigration/2017/05/29/hundreds-protest-sanctuary-cities-ban-last-day-legislature,http://www.latimes.com/nation/nationnow/la-na-texas-protest-20170529-story.html,,
Inwood Park,Mount Auburn,OH,US,2017-05-31,a couple hundred,200,,200,,,Black Lives Matter,Protesting Tensing verdict,0,protest,0,0,0,0,1,1,http://www.cincinnati.com/story/news/2017/06/01/undeterred-coalition-repeats-call-tensing-conviction-retrial/359634001/,,,
Danbury,170 Main St,CT,US,2017-05-01,some 150,150,,150,,,general protestors,"""A Day without immigrants"" event",1,protest; rally,0,0,0,0,1,1,http://www.newstimes.com/local/article/Groups-march-in-Danbury-for-immigrants-rights-11113129.php,,,
Fort Lauderdale,Las Olas Boulevard,FL,US,2017-05-01,about 150,150,,150,,,general protestors,May Day,1,rally,0,0,0,0,1,1,http://www.sun-sentinel.com/local/broward/fl-sb-may-day-rally-20170501-story.html,,,
Lake Worth,Downtown,FL,US,2017-05-01,more than 150,150,,150,,,South Florida Activism; Palm Beach County Coalition of Immigrant Rights; general protestors,May Day; pro-immigrant; oppose deportations,1,protest,0,0,0,0,1,1,http://www.palmbeachpost.com/news/anti-trump-immigration-rally-are-not-burden-america/xNRrt6iekKRelw4zDibpDO/,,,
Lansing,In front of state capitol,MI,US,2017-05-01,some 150,150,,150,,,Black Lives Matter; ACLU,May Day,1,protest; rally,0,0,0,0,1,1,http://www.lansingstatejournal.com/story/news/local/capitol/2017/05/01/protesters-hold-may-day-rally-michigan-capitol/101180822/,,,
Naples,,FL,US,2017-05-01,about 150,150,,150,,,Coalition of Immokalee Workers,May Day,1,protest; march,0,0,0,0,1,1,http://www.naplesnews.com/story/news/local/2017/05/01/immokalee-workers-march-may-day-celebrate-laborers/101023174/,,,
Las Cruces,driveways to the U.S. Border Patrol headquarters,NM,US,2017-05-04,about 150,150,,150,,,NM CAFé; the ACLU New Mexico Regional Center for Border Rights; the New Mexico Dream Team,pro-immigrants,1,protest,0,0,0,0,1,1,http://www.lcsun-news.com/story/news/local/2017/05/04/immigration-activists-set-up-blockade-border-patrol-entrance-las-cruces-cafe/101313228/,,,
Eden Prairie,office of U.S. Rep. Erik Paulsen (R),MN,US,2017-05-05,about 150,150,,150,,,Third Congressional District chapter of Indivisible,against support of GOP health care bill,1,protest,0,0,0,0,1,1,http://www.startribune.com/in-twin-cities-congressional-office-demonstrations-follow-health-care-vote/421462553/,,,
North Pole,North Pole Middle School,AK,US,2017-05-05,about 150,150,,150,,,students,against education funding cuts,0,walkout; protest,0,0,0,0,1,1,https://www.adn.com/alaska-news/education/2017/05/05/fairbanks-and-north-pole-students-stage-walkout-rally-against-proposed-education-cuts/,,,
Butte,outside Pioneer Equipment,MT,US,2017-05-11,about 150,150,,150,,,general protestors,protested the appearance of Donald Trump Jr. and Greg Gianforte,1,protest,0,0,0,0,1,1,http://helenair.com/news/politics/diverse-crowd-protests-trump-jr-and-gianforte-appearance-in-butte/article_5da3f24d-ac32-5dae-a250-baf62c62ae44.html,http://mtstandard.com/news/opinion/guest/local-coalition-leading-charge-of-protests/article_591079f3-1c3e-5d7c-b1c9-4f670e74da34.html,,
Hazelwood,Hazelwood West High School,MO,US,2017-05-15,nearly 200,150,,200,,,high school students,walkout in protest of school board's reluctance to re-negotiate treacher contract,0,protest,0,0,0,0,1,1,http://fox2now.com/2017/05/17/new-protest-planned-after-student-march-leads-to-suspensions/,,,
Houston,Discovery Green,TX,US,2017-05-20,more than 150,150,,,,,general protestors,Black Lives Matter,1,protest,,,,,0,1,http://www.chron.com/local/article/Activists-protest-against-HPD-s-enforcement-of-SB4-11161354.php,http://www.chron.com/news/houston-texas/article/Black-Lives-Matter-march-draws-more-than-100-as-11161750.php,,
Morristown,Representative Rodney Frelinghuysen office,NJ,US,2017-05-05,about 120,120,,120,,,NJ-11th for Change,protest his support of AHCA,1,protest,0,0,0,0,0,1,https://www.nytimes.com/2017/05/08/health/republican-health-care-bill-protests.html,,,
El Paso,Farm Woker's Center,TX,US,2017-05-01,about 100,100,,100,,,general protestors,May Day; worker's rights,1,protest,0,0,0,0,1,1,http://www.elpasoproud.com/news/dozens-of-el-pasoans-protest-on-international-workers-day/704139637,,,
New Paltz,Outside faculty tower at SUNY,NY,US,2017-05-01,over 100,100,,100,,,"students, faculty",demanding job security for adjuncts,0,protest; rally,0,0,0,0,1,1,http://www.midhudsonnews.com/News/2017/May/02/SNP_UUP_protest-02May17.html,,,
New York,B&H Photo Video Pro at 420 Ninth Avenue,NY,US,2017-05-01,over 100,100,,100,,,Democratic Socialists of America,Hazardous working conditions in B&H Brooklyn warehouses,0,rally,0,0,0,0,0,1,http://gothamist.com/2017/04/27/may_day_actions_nyc.php,https://www.facebook.com/events/1933460510218834/?active_tab=discussion,,
Oakland,Alameda County Administration Bldg,CA,US,2017-05-01,about 100,100,,100,,,general protestors,May Day; pro-immigration; stop cooperation with ICE,1,protest,4,0,0,0,1,1,http://www.sfgate.com/bayarea/article/Protesters-fill-Bay-Area-streets-for-May-Day-11111960.php,,,civil dis arrests
Raleigh,from Moore Square for a rally at the Legislative Building,NC,US,2017-05-01,about 100,100,,100,,,general protestors,May Day,1,march; rally,0,0,0,0,1,1,http://www.newsobserver.com/news/local/counties/wake-county/article147930279.html,,,
Stamford,Outside Government Center,CT,US,2017-05-01,about 100,100,,100,,,Cosecha Movement,"""A Day without immigrants"" event",1,protest; rally,,,,,1,1,http://www.nbcconnecticut.com/news/local/Hundreds-Take-to-Connecticut-Streets-for-May-Day-Protest-420958803.html,,,
Springdale,,AR,US,2017-05-01,about 100,100,,100,,,Northwest Arkansas Workers Justice Center,May Day,1,march; strike,0,0,0,0,1,1,http://www.4029tv.com/article/springdale-march-protests-pres-trumps-immigration-policies/9587124,,,
Cheyenne,Cheyenne Depot Plaza; down Capitol Avenue to Gov. Matt Mead’s temporary office across from state Capitol,WY,US,2017-05-01,more than 100,100,,100,,,general protestors,May Day; support for undocumented immigrants,1,march,0,0,0,0,1,1,http://www.wyomingnews.com/news/local_news/rain-hail-fail-to-dampen-energetic-protest-in-support-of/article_d118e474-2efa-11e7-8266-c7521eacd538.html,,,
Hartford,Outside federal courthouse,CT,US,2017-05-02,over 100,100,,100,,,general protestors,Against deportation of Derby man,1,protest; sit-in,19,0,0,0,1,1,http://wtnh.com/2017/05/02/rally-to-be-held-for-derby-dad-facing-deportation/,,,
Santa Cruz,UC Santa Cruz; Kerr Hall,CA,US,2017-05-02,more than 100,100,,100,,,students,demanding 4 year housing at Rosa Parks African American Themed House,1,protest,0,0,0,0,0,1,http://www.foxnews.com/us/2017/05/03/student-protesters-take-over-uc-santa-cruz-administration-building.html,,,
Santa Cruz,UC Santa Cruz; Kerr Hall,CA,US,2017-05-03,more than 100,100,,100,,,students,demanding 4 year housing at Rosa Parks African American Themed House,1,protest,0,0,0,0,1,1,http://www.foxnews.com/us/2017/05/03/student-protesters-take-over-uc-santa-cruz-administration-building.html,,,
Santa Cruz,UC Santa Cruz; Kerr Hall,CA,US,2017-05-04,more than 100,100,,100,,,students,demanding 4 year housing at Rosa Parks African American Themed House,1,protest,0,0,0,0,0,1,http://www.foxnews.com/us/2017/05/03/student-protesters-take-over-uc-santa-cruz-administration-building.html,,,
Fairbanks,West Valley High School,AK,US,2017-05-05,estimated 100,100,,100,,,students,against education funding cuts,0,walkout; protest,0,0,0,0,1,1,https://www.adn.com/alaska-news/education/2017/05/05/fairbanks-and-north-pole-students-stage-walkout-rally-against-proposed-education-cuts/,,,
New Haven,outside School of Management; Yale University,CT,US,2017-05-05,about 100,100,,100,,,graduate students,pro-union,1,rally,0,0,0,0,1,1,http://www.nhregister.com/general-news/20170505/yale-student-teachers-march-hunger-strikers-sit-outside-school-of-management-in-new-haven,,,
Overland Park,outside office of Rep. Kevin Yoder (R);  79th Street in downtown,KS,US,2017-05-05,more than 100,100,,100,,,general protestors,against House health care bill,1,protest,0,0,0,0,1,1,http://www.kansascity.com/news/politics-government/article148828384.html,,,
Arcata,at the farmer's market,CA,US,2017-05-06,about 100,100,,100,,,general protestors,justice for murder victim David Josiah Lawson,0,protest,0,0,0,0,1,1,http://www.krcrtv.com/north-coast-news/murder-suspects-release-ignites-protests-in-arcata/485141737,,,
Austin,outside Governor's Mansion,TX,US,2017-05-07,about 100,100,,100,,,general protestors,against Texas law that bans sanctuary cities,1,protest,,0,0,0,1,1,http://www.statesman.com/news/local/dozens-protest-law-banning-sanctuary-cities-governor-mansion/SXfdfcis218btc7PnYkSDI/,,,
Encitas,downtown overpass,CA,US,2017-05-08,more than 100,100,,100,,,members of the Wagon Circle,against Congressman Darrell Issa's support of AHCA,1,protest,0,0,0,0,1,1,http://fox5sandiego.com/2017/05/08/protesters-question-congressman-darrell-issas-health-care-vote/,,,
San Diego,Requeza Street overpass in Encinitas,CA,US,2017-05-08,about 100,100,,100,,,San Diego Indivisible; general protestors,against Congressman Darrell Issa for his support of AHCA,1,protest,0,0,0,0,1,1,http://www.cbs8.com/story/35377095/protesters-call-to-repeal-and-replace-congressman-issa,,,
Orlando,US Sen. Marco Rubio's downtown office,FL,US,2017-05-09,about 100,100,,100,,,general protestors,against Rubio's support of the AHCA,1,protest; die-in,0,0,0,0,1,1,http://www.orlandosentinel.com/news/politics/political-pulse/os-rubio-protest-die-in-20170509-story.html,,,
Salt Lake City,Grand America Hotel,UT,US,2017-05-09,100; hundreds,100,,200,,,Utah Indivisible; general protestors,protesting Betsy Devos,1,protest,0,0,0,0,1,1,http://www.ksl.com/?sid=44188852&nid=148,http://www.good4utah.com/news/us-secretary-betsy-devos-to-visit-salt-lake-city-school/710196274,,
Scottsdale,"outside office of U.S. Rep. David Schweikert, R-Ariz.",AZ,US,2017-05-10,more than 100,100,,100,,,general protestors,against House health care bill,1,protest; die-in,0,0,0,0,1,1,http://www.azcentral.com/story/news/politics/arizona/2017/05/10/die-in-rally-protest-trumpcare-arizona/316794001/,,,
Billing,MetraPark,MT,US,2017-05-12,about 100,100,,100,,,rep Rob Quist supporters,against Trump/support of Planned Parenthood,1,protest,0,0,0,0,0,1,http://helenair.com/news/politics/state/we-re-for-trump-pence-rally-for-gianforte-draws-supporters/article_8995464b-6a70-587f-af1c-a3bf94f44eef.html,,,
Blue Springs,,MO,US,2017-05-13,more than 100,100,,100,,,motorcyclists,"motorcycle fatality awareness ""Can You See Me Now""",0,rally,0,0,0,0,1,1,http://www.kctv5.com/story/35422364/can-you-see-me-now-rally-works-to-stop-fatal-motorcycle-accidents,,,
Lynchburg,along Wards Road at the entrance of Liberty University,VA,US,2017-05-13,more than 100,100,,100,,,general protestors,anti-Trump,1,protest,0,0,0,0,1,1,http://www.richmond.com/news/virginia/government-politics/more-than-protest-trump-s-appearance-at-liberty-university/article_435a552b-a49e-5418-93d3-ae07e4d172a8.html,,,
Bakersfield,AT&T offices,CA,US,2017-05-15,about 100,100,,100,,,AT&T field technicians,against workplace safety conditions,0,protest,0,0,0,0,1,1,http://www.turnto23.com/news/local-news/att-field-technicians-protest-over-workplace-safety-conditions,,,
Boise,Outside Idaho Healthcare Summit,ID,US,2017-05-15,roughly 100,100,,100,,,general protestors,against AHCA,1,protest,0,0,0,0,1,1,http://www.idahostatejournal.com/blackfoot_journal/simpson-faces-protesters-at-health-care-summit/article_a4ed7b11-38d3-58f0-8ade-450b58670aec.html,,,
Nashville,Outside home of Senator Alexander,TN,US,2017-05-16,more than 100,100,,100,,,Moral Movement Tennessee,Against AHCA,1,protest,0,0,0,0,1,1,http://www.tennessean.com/story/news/local/2017/05/16/group-hold-candlelight-vigil-sen-lamar-alexanders-nashville-home-protest-trumpcare/325903001/,,,
Tulsa,Plaza outside the Courthouse,OK,US,2017-05-17,about 100,100,,100,,,general protestors,protest against the acquittal of a white police officer in a police shooting,0,protest,0,0,0,0,1,1,http://www.cbsnews.com/news/betty-shelby-acquittal-terence-crutcher-protests-tulsa-cop/,,,
Bridgeport,in front of City Hall Annex,CT,US,2017-05-18,more than 100,100,,100,,,general protestors; Black Lives Matter,police shooting,0,protest,0,0,0,0,1,1,http://www.ctpost.com/local/article/Negron-protest-held-outside-City-Hall-Annex-11157012.php,,,
Staten Island,Outside Spectrum store,NY,US,2017-05-19,over 100,100,,100,,,Electrical workers union,protesting Spectrum's employee conditions,0,protest,0,0,0,0,1,1,http://www.silive.com/news/2017/05/local_3_union_strikes_against.html,,,
South Bend,Notre Dame Commencement,IN,US,2017-05-21,more than 100 students; dozens,100,,150,,,We StaND For; graduating seniors,walkout during VP Mike Pence commencement address,1,protest,0,0,0,0,1,1,https://www.usatoday.com/story/news/nation-now/2017/05/21/mike-pence-notre-dame-speech/335083001/,https://www.washingtonpost.com/news/answer-sheet/wp/2017/05/21/protesting-notre-dame-students-walk-out-of-mike-pences-commencement-speech/?utm_term=.4550917d39b8,http://www.southbendtribune.com/news/politics/students-crowds-protesters-line-up-for-notre-dame-commencement-and/article_20104834-3e2c-11e7-8a0c-bfe8e6db6fff.html,https://www.washingtonpost.com/news/answer-sheet/wp/2017/05/17/notre-dame-students-plan-to-protest-against-mike-pence-at-commencement-and-the-university-is-okay-with-it/?utm_term=.763402a8f22f
South Bend,south of Notre Dame campus,IN,US,2017-05-21,dozens; about 300,100,,300,,,"We StaND For; South Bend Equality; We Go High! of St. Joe County, IN; Michiana Alliance for Democracy; Alliance for Democracy; the Nu Black Power Movement; Inclusive Michiana; Planned Parenthood of Indiana & Kentucky; and the IWW Local 26",against VP Mike Pence in solidarity with walk-out graduates,1,protest,0,0,0,0,0,1,https://www.usatoday.com/story/news/nation-now/2017/05/21/mike-pence-notre-dame-speech/335083001/,,https://www.washingtonpost.com/news/answer-sheet/wp/2017/05/17/notre-dame-students-plan-to-protest-against-mike-pence-at-commencement-and-the-university-is-okay-with-it/?utm_term=.763402a8f22f,
Columbus,Columbus City Hall,OH,US,2017-05-22,about 100,100,,100,,,People's Justice Project,protesting gun violence,0,protest,0,0,0,0,1,1,http://nbc4i.com/2017/05/22/protesters-march-to-columbus-city-hall/,,,
Royal Oak,Royal Oak City Hall,MI,US,2017-05-22,more than 100,100,,100,,,general protesting,protesting budget which requires residents to pay for sidewalks,0,protest,0,0,0,0,1,1,http://www.theoaklandpress.com/general-news/20170523/royal-oak-neighbors-protest-city-order-to-install-sidewalks,,,
Dayton,School Board Meeting,OH,US,2017-05-24,more than 100,100,,100,,,Dayton Public School teachers,Protesting school board decisions,0,protest; walk-out,0,0,0,0,1,1,http://www.mydaytondailynews.com/news/breaking-news/dps-teachers-cite-some-progress-union-rallies-again/U75WTbnzGz3s81bMnJcHrN/,,,
Louisville,Omni Louisville construction,KY,US,2017-05-24,roughly 100,100,,100,,,Construction workers at the Omni Louisville Hotel,against low wages,0,protest,0,0,0,0,1,1,https://insiderlouisville.com/business/construction-workers-walk-off-omni-louisville-site-protesting-wage-discrepency/,,,
